scene,section,start_sec,end_sec,start_time,end_time,duration_sec,sentence,image,review_status,reason,motion,transition
431,HOMEROS’UN SONU VE NOLAN’IN YENİ SONU,2511.887,2516.322,41:51.887,41:56.322,4.435,Odysseus daha sonra yaşlı babası Laertes’le buluşur.,panel_56.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
432,HOMEROS’UN SONU VE NOLAN’IN YENİ SONU,2516.322,2520.756,41:56.322,42:00.756,4.435,Öldürülen taliplerin aileleri intikam almak için silahlanır.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_right,crossfade
433,HOMEROS’UN SONU VE NOLAN’IN YENİ SONU,2520.756,2528.626,42:00.756,42:08.626,7.869,Yeni bir çatışma başlamak üzereyken Athena müdahale eder ve iki taraf arasında barış kurulmasını sağlar.,panel_56.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, Athena’yı doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
434,HOMEROS’UN SONU VE NOLAN’IN YENİ SONU,2528.626,2536.495,42:08.626,42:16.495,7.869,"Yani Homeros’un sonu, Odysseus’un evini ve tahtını geri almasıyla birlikte bozulan düzenin yeniden kurulmasına dayanır.",panel_56.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
435,HOMEROS’UN SONU VE NOLAN’IN YENİ SONU,2536.495,2539.642,42:16.495,42:19.642,3.147,Nolan ise sonu değiştirir.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_left,crossfade
436,HOMEROS’UN SONU VE NOLAN’IN YENİ SONU,2539.642,2543.647,42:19.642,42:23.647,4.005,Filmde Odysseus İthaka tahtını Telemakhos’a bırakır.,panel_53.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, Telemakhos’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
437,HOMEROS’UN SONU VE NOLAN’IN YENİ SONU,2543.647,2547.652,42:23.647,42:27.652,4.005,Kendisi de Penelope’yle birlikte adadan ayrılır.,panel_60.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Penelope’yi doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
438,HOMEROS’UN SONU VE NOLAN’IN YENİ SONU,2547.652,2553.804,42:27.652,42:33.804,6.152,Ama bu kez amacı yeni ülkeler fethetmek veya ün kazanmak değildir.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_out,crossfade
439,HOMEROS’UN SONU VE NOLAN’IN YENİ SONU,2553.804,2560.815,42:33.804,42:40.815,7.011,Savaşta ölen ve gömülemeyen arkadaşlarını anmak için batıya doğru yeni bir yolculuğa çıkar.,panel_49.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, savaş atmosferini doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
440,HOMEROS’UN SONU VE NOLAN’IN YENİ SONU,2560.815,2565.249,42:40.815,42:45.249,4.435,"Bu son, eve dönüş fikrini tamamen değiştirir.",panel_50.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “HOMEROS’UN SONU VE NOLAN’IN YENİ SONU” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",pan_right,crossfade
441,HOMEROS’UN SONU VE NOLAN’IN YENİ SONU,2565.249,2570.542,42:45.249,42:50.542,5.293,Homeros’ta eve dönmek eski hayatı yeniden kurmak anlamına gelir.,panel_50.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
442,HOMEROS’UN SONU VE NOLAN’IN YENİ SONU,2570.542,2576.694,42:50.542,42:56.694,6.152,Nolan’da ise Odysseus aynı adam olarak eski hayatına dönemeyeceğini kabul eder.,Dramatischer Seefahrer im Sonnenuntergang.png,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
443,HOMEROS’UN SONU VE NOLAN’IN YENİ SONU,2576.694,2580.27,42:56.694,43:00.270,3.576,Penelope de onunla birlikte gider.,panel_60.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Penelope’yi doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
444,HOMEROS’UN SONU VE NOLAN’IN YENİ SONU,2580.27,2586.422,43:00.270,43:06.422,6.152,"Eve dönüş, bir yere ulaşmaktan çok, geçmişle birlikte yaşamayı öğrenmeye dönüşür.",panel_50.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “HOMEROS’UN SONU VE NOLAN’IN YENİ SONU” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",pan_right,crossfade
445,HOMEROS’UN SONU VE NOLAN’IN YENİ SONU,2586.422,2590.857,43:06.422,43:10.857,4.435,Hikâyenin başında aynı Odysseus’un savaşı bitirmesini izlemiştik.,Dramatischer Seefahrer im Sonnenuntergang.png,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, savaş atmosferini doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
446,HOMEROS’UN SONU VE NOLAN’IN YENİ SONU,2590.857,2600.014,43:10.857,43:20.014,9.157,Şimdi ise iki farklı anlatı bize iki farklı eve dönüş gösteriyor: Homeros’un Odysseus’u düzeni yeniden kurup ülkesinde kalıyor.,panel_56.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
447,HOMEROS’UN SONU VE NOLAN’IN YENİ SONU,2600.014,2606.596,43:20.014,43:26.596,6.581,"Nolan’ın Odysseus’u, eski düzenin artık geri getirilemeyeceğini kabul ederek yeniden yola çıkıyor.",panel_56.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
448,HOMEROS’UN SONU VE NOLAN’IN YENİ SONU,2606.596,2615.753,43:26.596,43:35.753,9.157,Bu farkı gördüğümüzde Nolan’ın yol boyunca yaptığı diğer değişikliklerin de aynı amaca hizmet ettiği daha açık hâle geliyor.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_right,crossfade
449,HOMEROS’UN SONU VE NOLAN’IN YENİ SONU,2615.753,2627.057,43:35.753,43:47.057,11.304,"Nolan’ın değişikliklerinin ortak bir yönü vardır: Homeros’un kurnaz ve kendi hikâyesini anlatan Odysseus’unu, savaş sonrasında hafıza ve suçlulukla mücadele eden bir askere dönüştürmek.",Dramatischer Seefahrer im Sonnenuntergang.png,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
450,HOMEROS’UN SONU VE NOLAN’IN YENİ SONU,2627.057,2638.362,43:47.057,43:58.362,11.304,"Bu yüzden tanrılar geri plana çekilir, “Hiç Kimse” gibi bazı ünlü zekâ oyunları çıkarılır, Kirke ve Kalypso ilişkileri değiştirilir; Truva’nın yıkımı ise büyütülür.",BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_out,crossfade
451,HOMEROS’UN SONU VE NOLAN’IN YENİ SONU,2638.362,2642.367,43:58.362,44:02.367,4.005,"Film, yalnızca Odysseia’nın birebir uyarlaması değildir.",BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_left,crossfade
452,HOMEROS’UN SONU VE NOLAN’IN YENİ SONU,2642.367,2648.089,44:02.367,44:08.089,5.723,"İlyada, Aeneis ve sonraki mitolojik anlatıları birleştiren modern bir yorumdur.",Old Homer Writing The Iliad.png,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
453,HOMEROS’UN SONU VE NOLAN’IN YENİ SONU,2648.089,2654.671,44:08.089,44:14.671,6.581,"Homeros, değişmiş olsa bile evine dönüp kimliğini geri alan bir adamı anlatır.",Old Homer Writing The Iliad.png,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
454,HOMEROS’UN SONU VE NOLAN’IN YENİ SONU,2654.671,2662.54,44:14.671,44:22.540,7.869,Nolan ise büyük bir yıkıma neden olmuş bir insanın eski hayatına gerçekten dönüp dönemeyeceğini sorar.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_out,crossfade
455,"KAHRAMAN MI, DÜZENBAZ MI?",2662.54,2665.687,44:22.540,44:25.687,3.147,Şimdi başlangıçtaki soruya dönebiliriz.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_left,crossfade
456,"KAHRAMAN MI, DÜZENBAZ MI?",2665.687,2669.262,44:25.687,44:29.262,3.576,Odysseus gerçekten bir kahraman mıydı?,panel_01.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
457,"KAHRAMAN MI, DÜZENBAZ MI?",2669.262,2673.697,44:29.262,44:33.697,4.435,Zekâsı onu ve arkadaşlarını Polyphemos’un mağarasından kurtardı.,panel_19.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Polyphemos/Kiklop olayını, mağara sahnesini doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
458,"KAHRAMAN MI, DÜZENBAZ MI?",2673.697,2677.273,44:33.697,44:37.273,3.576,Ama gururu Poseidon’u düşmanlarına çevirdi.,panel_21.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Poseidon ve deniz tehdidini doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
459,"KAHRAMAN MI, DÜZENBAZ MI?",2677.273,2680.419,44:37.273,44:40.419,3.147,Truva Atı savaşı bitirdi.,panel_02.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Troya/Truva bağlamını, tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
460,"KAHRAMAN MI, DÜZENBAZ MI?",2680.419,2684.854,44:40.419,44:44.854,4.435,Ama bir şehrin yok edilmesini mümkün kıldı.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_right,crossfade
461,"KAHRAMAN MI, DÜZENBAZ MI?",2684.854,2688.0,44:44.854,44:48.000,3.147,Skylla geçidinde çoğunluğu kurtardı.,panel_39.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Skylla tehlikesini doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
462,"KAHRAMAN MI, DÜZENBAZ MI?",2688.0,2692.435,44:48.000,44:52.435,4.435,Ama altı insanı gerçeği söylemeden feda etti.,panel_39.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “KAHRAMAN MI, DÜZENBAZ MI?” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",zoom_out,crossfade
463,"KAHRAMAN MI, DÜZENBAZ MI?",2692.435,2695.582,44:52.435,44:55.582,3.147,İthaka’da evini geri aldı.,panel_59.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki İthaka ve eve dönüş temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
464,"KAHRAMAN MI, DÜZENBAZ MI?",2695.582,2699.587,44:55.582,44:59.587,4.005,Ama bunu yeni bir katliamla yaptı.,panel_59.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
465,"KAHRAMAN MI, DÜZENBAZ MI?",2699.587,2704.451,44:59.587,45:04.451,4.864,Yine de bütün felaketlerin sorumlusu yalnızca o değildi.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_in,crossfade
466,"KAHRAMAN MI, DÜZENBAZ MI?",2704.451,2710.173,45:04.451,45:10.173,5.723,Adamları emirlerini dinlemedi; rüzgâr torbasını açtı ve Helios’un sığırlarını öldürdü.,panel_26.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Helios’un kutsal sığırlarını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
467,"KAHRAMAN MI, DÜZENBAZ MI?",2710.173,2718.043,45:10.173,45:18.043,7.869,Odysseus hem başkalarının hatalarının sonuçlarını taşıyan hem de kendi kararlarıyla yeni felaketler yaratan bir liderdi.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_left,crossfade
468,"KAHRAMAN MI, DÜZENBAZ MI?",2718.043,2725.912,45:18.043,45:25.912,7.869,"Christopher Nolan, Odysseus ile daha önce filmini yaptığı Robert Oppenheimer arasında bilinçli bir paralellik kuruyor.",BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_right,crossfade
469,"KAHRAMAN MI, DÜZENBAZ MI?",2725.912,2732.064,45:25.912,45:32.064,6.152,"Oppenheimer atom bombasının, Odysseus ise Truva Atı’nın arkasındaki zekâyı temsil ediyor.",panel_02.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Troya/Truva bağlamını, tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
470,"KAHRAMAN MI, DÜZENBAZ MI?",2732.064,2742.51,45:32.064,45:42.510,10.446,İki adam da bir savaşın yönünü değiştiren araçların yaratılmasına öncülük etti ve ardından bu araçların yol açtığı yıkımla yaşamak zorunda kaldı.,panel_03.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, savaş atmosferini doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
471,"KAHRAMAN MI, DÜZENBAZ MI?",2742.51,2750.808,45:42.510,45:50.808,8.299,"Nolan’ın kurduğu soru şu: Bir şeyi yapabilecek kadar zeki olmamız, onu yapmamız gerektiği anlamına gelir mi?",BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_left,crossfade
472,"KAHRAMAN MI, DÜZENBAZ MI?",2750.808,2754.814,45:50.808,45:54.814,4.005,Zekâ bir sorunu nasıl çözeceğimizi söyleyebilir.,panel_01.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “KAHRAMAN MI, DÜZENBAZ MI?” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",pan_right,crossfade
473,"KAHRAMAN MI, DÜZENBAZ MI?",2754.814,2760.107,45:54.814,46:00.107,5.293,Fakat o çözümün ahlaki olup olmadığını tek başına söyleyemez.,panel_01.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
474,"KAHRAMAN MI, DÜZENBAZ MI?",2760.107,2766.259,46:00.107,46:06.259,6.152,Belki Odysseus’u hâlâ ilginç yapan şey kusursuz bir kahraman olması değildir.,panel_01.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
475,"KAHRAMAN MI, DÜZENBAZ MI?",2766.259,2773.699,46:06.259,46:13.699,7.44,"Tam tersine, aynı özelliğinin hem en büyük gücü hem de en büyük felaketi olmasıdır.",BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_left,crossfade
476,"KAHRAMAN MI, DÜZENBAZ MI?",2773.699,2780.71,46:13.699,46:20.710,7.011,"Zekâsı onu kurtarır, ona yalan söyletir, savaşı bitirir ve bir şehri yok eder.",panel_03.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki savaş atmosferini doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
477,"KAHRAMAN MI, DÜZENBAZ MI?",2780.71,2795.019,46:20.710,46:35.019,14.31,"Belki de bu nedenle Antik Yunan ve Roma edebiyatı üzerine çalışan akademisyen ve çevirmen Emily Wilson, 2017 yılında yayımlanan İngilizce Odysseia çevirisinin ilk cümlesinde onu “karmaşık bir adam” olarak tanımlar.",panel_01.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, yay yarışmasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
478,"KAHRAMAN MI, DÜZENBAZ MI?",2795.019,2800.742,46:35.019,46:40.742,5.723,Hikâyenin başında bir atın içine saklanarak başka insanların şehrine girmişti.,panel_02.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
479,"KAHRAMAN MI, DÜZENBAZ MI?",2800.742,2806.035,46:40.742,46:46.035,5.293,Sonunda ise bir dilenci görünümüne saklanarak kendi evine girdi.,panel_51.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “KAHRAMAN MI, DÜZENBAZ MI?” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",pan_left,crossfade
480,"KAHRAMAN MI, DÜZENBAZ MI?",2806.035,2810.04,46:46.035,46:50.040,4.005,İlk hilesi bir şehri yok etti.,panel_03.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “KAHRAMAN MI, DÜZENBAZ MI?” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",pan_right,crossfade
481,"KAHRAMAN MI, DÜZENBAZ MI?",2810.04,2814.475,46:50.040,46:54.475,4.435,Son hilesi kendi evini geri almasını sağladı.,panel_59.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “KAHRAMAN MI, DÜZENBAZ MI?” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",zoom_in,crossfade
482,"KAHRAMAN MI, DÜZENBAZ MI?",2814.475,2821.056,46:54.475,47:01.056,6.581,İkisinde de kullandığı araç aynıydı: Kendisini olduğundan başka bir şey gibi göstermek.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_out,crossfade
